id,imdb_id,popularity,budget,original_title,cast,homepage,director,overview,genres,revenue_adj
334531,tt3719896,0.261717,20000000,My All American,"Aaron Eckhart,Finn Wittrock,Robin Tunney,Sarah Bolger,Michael Reilly Burke",http://www.myallamerican.com/,Angelo Pizzo,"Freddie Steinmark, an underdog on the gridiron, faces the toughest challenge of his life after leading his team to a championship season.",Drama,0.00
317144,tt4135218,0.247595,0,Cyberbully,"Maisie Williams,Ella Purnell,Haruka Abe,Jake Davies,Wilson Haagens",http://www.channel4.com/programmes/cyberbully,Ben Chanan,"A chilling real-time thriller featuring a teenager, Casey, battling with an anonymous cyber-stalker.","Drama,Thriller",0.00
338928,tt3065132,0.247426,0,He Named Me Malala,"Malala Yousafzai,Ziauddin Yousafzai,Toor Pekai Yousafzai,Khushal Yousafzai,Atal Yousafzai",http://www.henamedmemalalamovie.com/,Davis Guggenheim,"A look at the events leading up to the Taliban's attack on the young Pakistani school girl, Malala Yousafzai, for speaking out on girls' education and the aftermath, including her speech to the United Nations.",Documentary,2431466.01
291189,tt3687304,0.246609,0,The Driftless Area,"Zooey Deschanel,Aubrey Plaza,Anton Yelchin,Alia Shawkat,CiarÃ¡n Hinds",http://www.unifiedpictures.com/drift_sp.aspx,Zachary Sluser,"Pierre Hunter, a bartender with unyielding optimism, returns to his tiny hometown after his parents' death. When he falls for the enigmatic Stella, Pierre is unknowingly pulled into a cat-and-mouse game that involves a duffel bag full of cash, a haphazard yet determined criminal, and a mystery that will determine all of their fates. A contemporary fable about the ways we struggle to control time and fate in a possibly predetermined universe.","Romance,Drama,Comedy,Mystery",0.00
287689,tt3895884,0.24495,0,7 Days in Hell,"Andy Samberg,Kit Harington,Jon Hamm,Michael Sheen,Karen Gillan",http://www.hbo.com/comedy/7-days-in-hell,Jake Szymanski,A fictional documentary-style expose on the rivalry between two tennis stars who battled it out in a 1999 match that lasted seven days.,"TV Movie,Comedy",0.00
298582,tt3977462,0.243321,1500000,Full Out,"Ana Golja,Jennifer Beals,Ashanti Bromfield,Trevor Tordjman,Jake Epstein",https://www.facebook.com/fulloutmovie/,Sean Cisterna,"Based on the true life story of California gymnast Ariana Berlin. As she zoned in on her Olympic goals, 14 year old Ariana Berlin's life took a sharp turn when she was involved in a debilitating car accident. Gaining her confidence and movement back through learning hip hop dance, she unexpectedly found herself called back to the gymnastics world thanks to world renowned UCLA Coach Valorie Kondos Field. With Val's help, Ariana was eventually able to secure a spot on the UCLA gymnastics team and win an NCAA championship, a lifelong goal that she had always dreamed of. This is a wonderfully inspiring story of persistence, confidence, and the heart and courage to make a somewhat impossible comeback in life.","History,Drama,Family",0.00
301228,tt1957938,0.242078,1500000,Narcopolis,"Elliot Cowan,Elodie Yung,Jonathan Pryce,Robert Bathurst,James Callis",http://junkfilm.com/,Justin Trefgarne,"In the near future, Frank, a police officer, discovers that the legalization of all recreational drugs comes with a price.","Thriller,Mystery,Science Fiction",0.00
301728,tt3327624,0.215864,0,Infini,"Daniel MacPherson,Grace Huang,Luke Hemsworth,Bren Foster,Luke Ford",http://www.infinimovie.com,Shane Abbess,"A search and rescue team are transported through deep space to a distant mining colony to save the sole survivor of a biological outbreak.  During their mission, they find a lethal weapon which is set to arrive on Earth within the hour.","Horror,Science Fiction,Thriller",0.00
321769,tt3312868,0.207133,0,Deep Web,"Gavin Andresen,Ross Ulbricht,Cody Wilson,Keanu Reeves",http://www.deepwebthemovie.com,Alex Winter,"Deep Web gives the inside story of one of the the most important and riveting digital crime sagas of the century -- the arrest of Ross William Ulbricht, the convicted 30-year-old entrepreneur accused to be 'Dread Pirate Roberts,' creator and operator of online black market Silk Road. The film explores how the brightest minds and thought leaders behind the Deep Web are now caught in the crosshairs of the battle for control of a future inextricably linked to technology, with our digital rights hanging in the balance.",Documentary,0.00
174340,tt2401223,0.205318,0,Richard Pryor: Omit the Logic,"Mel Brooks,Dave Chappelle,Mike Epps,Whoopi Goldberg,Robin Williams",http://www.magpictures.com/richardpryor/,Marina Zenovich,"In the 1970s, Richard Pryor dropped like a bomb into the sanitized landscape of American television. Raised in his grandmother's Illinois bordello, he became famous for his expletive-filled stand-up routines about the black man trying to survive in the land of whiteys. His transition to television was stormy, and he had to battle to get every scene past the censors. The sacrifices he made to the white establishment contributed to a self-loathing that plagued him throughout adulthood. Seven marriages, and chronic drug abuse fueled endless media interest -- as did Pryor's setting himself on fire whilst freebasing cocaine. A string of friends including Whoopi Goldberg and Robin Williams recount how whenever Pryor was poised on the brink of mega success, his behavior would sabotage him -- for most people to understand the comic legend you need to ""omit the logic"". CN",Documentary,0.00
331592,tt3153582,0.19254,0,Listening,"Thomas Stroppel,Artie Ahr,Amber Marie Bollinger,Christine Haeberman,Steve Hanks",http://www.listeningmovie.com/,Khalil Sullins,"For years, we have tried to harness the power of the human mindâ€¦ and failed. Now, one breakthrough will change everything. Beyond technology. Beyond humanity. Beyond control. David, Ryan, and Jordan hope the telepathy invention will solve all their problems, but the bleeding-edge technology opens a Pandoraâ€™s box of new dangers, as the team discovers that when they open their minds, there is nowhere to hide their thoughts.","Drama,Thriller,Science Fiction",0.00
316410,tt4145324,0.334085,0,Bound,"Charisma Carpenter,Bryce Draper,Daniel Baldwin,Morgan Obenreder,Michael Monks",http://www.theasylum.cc/product.php?id=262,Jared Cohn,"The daughter of a wealthy real estate mogul falls in love with a younger man, and she is introduced to the world of BDSM. With her newly awakened sexual prowess, she is finally able to take control of her life.","Thriller,Drama",0.00
75861,tt1850418,0.253949,3400000,To Write Love on Her Arms,"Kat Dennings,Chad Michael Murray,Rupert Friend,Corbin Bleu,Mark Saul",http://www.reneethemovie.com/,Nathan Frankowski,"The story follows 19-year-old Renee who has always loved fairy tales: the idea of a princess, a hero and a happily ever after. But Reneeâ€™s life is that of a darker tale: sheâ€™s a young woman battling addiction, depression and self-injury. In a creative blend of artistic fantasy balanced with harsh reality, the movie follows Renee on her courageous journey towards recovery.","Drama,Music",0.00
323272,tt3832914,0.731022,3000000,War Room,"Priscilla C. Shirer,T.C. Stallings,Karen Abercrombie,Beth Moore,Michael Jr.",http://warroomthemovie.com/,Alex Kendrick,"The family-friendly movie explores the transformational role prayer plays in the lives of the Jordan family. Tony and Elizabeth Jordan, a middle-class couple who seemingly have it all â€“ great jobs, a beautiful daughter, their dream home. But appearances can be deceiving. In reality, the Jordanâ€™s marriage has become a war zone and their daughter is collateral damage. With the help of Miss Clara, an older, wiser woman, Elizabeth discovers she can start fighting for her family instead of against them. Through a newly energized faith, Elizabeth and Tonyâ€™s real enemy doesnâ€™t have a prayer.",Drama,62366880.20
355178,tt4909348,0.157172,0,Amy Schumer: Live at the Apollo,Amy Schumer,http://www.hbo.com/comedy/amy-schumer-live-from-the-apollo,Chris Rock,"With her unique blend of honesty and unapologetic humor, Amy Schumer is one of the funniest, freshest faces in the industry today. This October, Schumer's provocative and hilariously wicked mind will be on full display as she headlines her first HBO stand-up comedy special: 'Amy Schumer: Live at the Apollo.' Directed by Chris Rock, the one-hour special features the comedian talking about her life and was taped before a live audience at New Yorkâ€™s iconic Apollo Theater.",Comedy,0.00
329556,tt2186848,0.14964,1000000,Landmine Goes Click,"Sterling Knight,Spencer Locke,Dean Geyer,Kote Tolordava,Giorgi Tsaava",https://www.facebook.com/thelandmine,Levan Bakhia,"After an American tourist steps on a landmine, he is forced to watch his girlfriend get assaulted.","Action,Crime,Drama,Thriller",0.00
324253,tt3272570,0.143042,0,All Things Must Pass,"Dave Grohl,Elton John,Bruce Springsteen,Chris Cornell,Ahmir-Khalib Thompson",https://www.facebook.com/towerrecordsdoc,Colin Hanks,"Established in 1960, Tower Records was once a retail powerhouse with two hundred stores, in thirty countries, on five continents. From humble beginnings in a small-town drugstore, Tower Records eventually became the heart and soul of the music world, and a powerful force in the music industry. In 1999, Tower Records made $1 billion. In 2006, the company filed for bankruptcy. What went wrong? Everyone thinks they know what killed Tower Records: The Internet. But that's not the story. All Things Must Pass is a feature documentary film examining this iconic company's explosive trajectory, tragic demise, and legacy forged by its rebellious founder, Russ Solomon.",Documentary,0.00
395560,tt3108244,0.142759,1300000,Capsule,"Edmund Kingsley,David Wayman,Nigel Barber,Lisa Greenwood,Gil Kolirin",http://capsulethemovie.com/,Andrew Martin,"Guy is an experienced British fighter pilot who is in command of Britain's first manned mission to space. He has trained for this for three years at the height of the Cold War and now he is alone in space with a malfunctioning capsule. He has limited contact with the UK, some unusual communication with the US and some unorthodox communication with Roscosmos deep in Soviet Russia. Who will help him? Will he make the right choice?","Drama,History,Thriller,Science Fiction",0.00
295595,tt3253624,0.11303,0,Soaked in Bleach,"Kurt Cobain,Daniel Roebuck,Sarah Scott,August Emerson,Kurt Loder",http://soakedinbleach.com/,Benjamin Statler,"Twenty years ago, Kurt Cobain was found dead of an apparent gunshot wound to the head. The world was told it was a suicide, but evidence would lead many people to believe it might be otherwise. The film investigates the possibilities that exist that Kurt Cobain's death might not have been a suicide, that the Seattle Police Department rushed their verdict, and the global media perpetuated lies and misinformation fed to them by Courtney Love that created the belief in many that Cobain killed himself, but when revealed to be lies, lead many to now question what happened.","Music,Drama,Documentary,Crime",0.00
371758,tt3581932,0.112284,0,And Then There Were None,"Maeve Dermody,Aidan Turner,Charles Dance,Douglas Booth,Sam Neill",http://www.bbc.co.uk/programmes/b06v2v52,Craig Viveiros,"Ten strangers, drawn away from their normal lives to an isolated rock off the Devon coast. But as the mismatched group waits for the arrival of the hosts â€“ the improbably named Mr and Mrs U.N. Owen â€“ the weather sours and they find themselves cut off from civilisation. Very soon, the guests, each struggling with their conscience, will start to die â€“ one by one, according to the rules of the nursery rhyme â€˜Ten Little Soldier Boysâ€™ - a rhyme that hangs in every room of the house and ends with the most terrifying words of all: ""â€¦and then there were none.""","Mystery,Drama",0.00
319076,tt4145178,0.109689,0,Listen to Me Marlon,Marlon Brando,http://www.listentomemarlon.com/,Stevan Riley,"With exclusive access to his extraordinary unseen and unheard personal archive including hundreds of hours of audio recorded over the course of his life, this is the definitive Marlon Brando cinema documentary. Charting his exceptional career as an actor and his extraordinary life away from the stage and screen with Brando himself as your guide, the film will fully explore the complexities of the man by telling the story uniquely from Marlon's perspective, entirely in his own voice. No talking heads, no interviewees, just Brando on Brando and life.",Documentary,0.00
273899,tt3018070,0.076109,13500000,Stonewall,"Jeremy Irvine,Jonny Beauchamp,Jonathan Rhys Meyers,Ron Perlman,Caleb Landry Jones",https://twitter.com/Stonewall_Movie,Roland Emmerich,"""Stonewall"" is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement.",Drama,172660.00
319067,tt3518012,0.051262,1000000,Best of Enemies,"Gore Vidal,William F. Buckley,Kelsey Grammer,John Lithgow,Dick Cavett",http://www.magpictures.com/bestofenemies/,Robert Gordon|Morgan Neville,"A documentary about the legendary series of nationally televised debates in 1968 between two great public intellectuals, the liberal Gore Vidal and the conservative William F. Buckley Jr. Intended as commentary on the issues of their day, these vitriolic and explosive encounters came to define the modern era of public discourse in the media, marking the big bang moment of our contemporary media landscape when spectacle trumped content and argument replaced substance. Best of Enemies delves into the entangled biographies of these two great thinkers and luxuriates in the language and the theater of their debates, begging the question, 'What has television done to the way we discuss politics in our democracy today?'","Documentary,History",0.00
347258,tt4224478,0.037487,0,The Subjects,"Paul O'Brien,Charlotte Nicdao,Emily Wheaton,Spencer McLaren,Paul Henri",http://thesubjectsmovie.com/,Robert Mond,Eight strangers go into a locked room for clinical trials on a new drug that gives them superpowers.,"Thriller,Science Fiction",0.00
273599,tt2517300,0.030005,0,The Suicide Theory,"Leon Cain,Steve Mazoukis",https://www.facebook.com/TheSuicideTheoryFilm,Dru Brown,"Steven Ray was never quite normal. But when tragedy strikes in the form of a deadly hit-and-run incident at a city cross walk, his violent and bizarre behavior becomes uncontrollable. One night, as Steven plots his next murder, he meets Percival, whose unsuccessful attempt at suicide not only interferes with Stevens plans, but the chance encounter also introduces the two into each others sad and lonely lives.  Percival believes hes cursed after miraculously surviving each suicide attempt and concludes fate brought he and Steven together. So he hires Steven to assist him in suicide. Steven does not believe in fate and thinks Percival is desperate and delusional. But he accepts the offer. Easy money.  After Percival continues to miraculously survive each attempt on his life, Steven starts to believe. He tries to help Percival figure out ways to break the curse. And in the process, they form an unlikely friendship through the common bond of tragedy.","Drama,Thriller",0.00
253303,tt2656588,0.025288,0,Buzzard,"Joshua Burge,Joel Potrykus,Teri Ann Nelson,Joe Anderson,Alan Longstreet",https://www.facebook.com/buzzardfilm,Joel Potrykus,"Paranoia forces small-time scam artist Marty to flee his hometown and hide out in a dangerous Detroit. With nothing but a pocket full of bogus checks, his Power Glove, and a bad temper, the horror metal slacker lashes out.","Horror,Comedy,Drama",12589.27
157336,tt0816692,24.949134,165000000,Interstellar,"Matthew McConaughey,Jessica Chastain,Anne Hathaway,Michael Caine,Casey Affleck",http://www.interstellarmovie.net/,Christopher Nolan,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,"Adventure,Drama,Science Fiction",572690645.12
118340,tt2015381,14.311205,170000000,Guardians of the Galaxy,"Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,Bradley Cooper",http://marvel.com/guardians,James Gunn,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.","Action,Science Fiction,Adventure",712291130.17
100402,tt1843866,12.971027,170000000,Captain America: The Winter Soldier,"Chris Evans,Scarlett Johansson,Sebastian Stan,Samuel L. Jackson,Robert Redford",http://www.captainamericathewintersoldiermovie.com,Joe Russo|Anthony Russo,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemyâ€”the Winter Soldier.","Action,Adventure,Science Fiction",658365092.86
245891,tt2911666,11.422751,20000000,John Wick,"Keanu Reeves,Michael Nyqvist,Alfie Allen,Willem Dafoe,Dean Winters",http://www.johnwickthemovie.com/,Chad Stahelski|David Leitch,"After the sudden death of his beloved wife, John Wick receives one last gift from her, a beagle puppy named Daisy, and a note imploring him not to forget how to love. But John's mourning is interrupted when his 1969 Boss Mustang catches the eye of sadistic thug Iosef Tarasov who breaks into his house and steals it, beating John unconscious in the process. Unwittingly, he has just reawakened one of the most brutal assassins the underworld has ever known.","Action,Thriller",72526614.47
131631,tt1951265,10.739009,125000000,The Hunger Games: Mockingjay - Part 1,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Donald Sutherland",http://www.thehungergames.movie/,Francis Lawrence,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,"Science Fiction,Adventure,Thriller",692752790.22
122917,tt2310332,10.174599,250000000,The Hobbit: The Battle of the Five Armies,"Martin Freeman,Ian McKellen,Richard Armitage,Ken Stott,Graham McTavish",http://www.thehobbit.com/,Peter Jackson,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.","Adventure,Fantasy",879752289.14
177572,tt2245084,8.691294,165000000,Big Hero 6,"Scott Adsit,Ryan Potter,Daniel Henney,T.J. Miller,Jamie Chung",http://movies.disney.com/big-hero-6,Don Hall|Chris Williams,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.","Adventure,Family,Animation,Action,Comedy",600648487.71
205596,tt2084970,8.110711,14000000,The Imitation Game,"Benedict Cumberbatch,Keira Knightley,Matthew Goode,Rory Kinnear,Allen Leech",http://theimitationgamemovie.com/,Morten Tyldum,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.","History,Drama,Thriller,War",215126072.50
198663,tt1790864,7.137273,34000000,The Maze Runner,"Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Aml Ameen,Blake Cooper",http://themazerunnermovie.com/,Wes Ball,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.","Action,Mystery,Science Fiction,Thriller",320834306.77
210577,tt2267998,6.438727,61000000,Gone Girl,"Ben Affleck,Rosamund Pike,Carrie Coon,Neil Patrick Harris,Tyler Perry",http://www.gonegirlmovie.com/,David Fincher,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","Mystery,Thriller,Drama",340186892.14
157350,tt1840309,6.14502,85000000,Divergent,"Shailene Woodley,Theo James,Kate Winslet,Miles Teller,Ray Stevenson",http://www.thedivergentseries.movie/#divergent,Neil Burger,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","Action,Science Fiction,Thriller",265963102.01
127585,tt1877832,6.052479,250000000,X-Men: Days of Future Past,"Hugh Jackman,James McAvoy,Patrick Stewart,Michael Fassbender,Ian McKellen",http://www.x-menmovies.com/,Bryan Singer,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past â€“ to save our future.,"Action,Adventure,Fantasy,Science Fiction",687133923.88
240832,tt2872732,5.947136,40000000,Lucy,"Scarlett Johansson,Morgan Freeman,Choi Min-sik,Amr Waked,Julian Rhind-Tutt",http://lucymovie.com/,Luc Besson,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","Action,Science Fiction",426796807.31
98566,tt1291150,5.787396,125000000,Teenage Mutant Ninja Turtles,"Megan Fox,Will Arnett,William Fichtner,Alan Ritchson,Noel Fisher",http://www.teenagemutantninjaturtlesmovie.com,Jonathan Liebesman,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,"Science Fiction,Action,Adventure,Fantasy,Comedy",439544649.43
242582,tt2872718,5.522641,8500000,Nightcrawler,"Jake Gyllenhaal,Rene Russo,Riz Ahmed,Bill Paxton,Kevin Rahm",http://nightcrawlerfilm.com/,Dan Gilroy,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.","Crime,Drama,Thriller",35643660.27
91314,tt2109248,4.983782,210000000,Transformers: Age of Extinction,"Mark Wahlberg,Stanley Tucci,Nicola Peltz,Jack Reynor,Li Bingbing",http://www.transformersmovie.com,Michael Bay,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.","Science Fiction,Action,Adventure",226127852.96
244786,tt2582802,4.780419,3300000,Whiplash,"Miles Teller,J.K. Simmons,Melissa Benoist,Austin Stowell,Jayson Blair",http://sonyclassics.com/whiplash/,Damien Chazelle,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.","Drama,Music",12888912.73
102382,tt1872181,4.101979,200000000,The Amazing Spider-Man 2,"Andrew Garfield,Emma Stone,Jamie Foxx,Dane DeHaan,Colm Feore",http://www.theamazingspiderman.com,Marc Webb,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwenâ€™s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.","Action,Adventure,Fantasy",650030010.99
137113,tt1631867,3.990452,178000000,Edge of Tomorrow,"Tom Cruise,Emily Blunt,Brendan Gleeson,Bill Paxton,Jonas Armstrong",http://www.edgeoftomorrowmovie.com/,Doug Liman,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.","Action,Science Fiction",341302234.84
190859,tt2179136,3.863074,58800000,American Sniper,"Bradley Cooper,Sienna Miller,Kyle Gallner,Cole Konis,Ben Reed",http://www.americansnipermovie.com,Clint Eastwood,"U.S. Navy SEAL Chris Kyle takes his sole missionâ€”protect his comradesâ€”to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.","War,Action",499514514.09
147441,tt1528100,3.81374,140000000,Exodus: Gods and Kings,"Christian Bale,Joel Edgerton,John Turturro,Aaron Paul,Ben Mendelsohn",http://www.exodusgodsandkings.com/,Ridley Scott,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.","Adventure,Drama,Action",246881718.09
124905,tt0831387,3.689601,160000000,Godzilla,"Aaron Taylor-Johnson,Ken Watanabe,Elizabeth Olsen,Bryan Cranston,Juliette Binoche",http://www.godzillamovie.com/,Gareth Edwards,"Fifteen years after an 'incident' at a Japanese nuclear power plant, physicist Joe Brody joins forces with his soldier son Ford to discover for themselves what really happened.  What they uncover is prelude to global-threatening devastation.  An epic rebirth to Toho's iconic Godzilla, this spectacular adventure pits the world's most famous monster against malevolent creatures who, bolstered by humanity's scientific arrogance, threaten our very existence.","Action,Science Fiction,Thriller",487327232.33
102651,tt1587310,3.582315,180000000,Maleficent,"Angelina Jolie,Elle Fanning,Juno Temple,Sharlto Copley,Isobelle Molloy",http://movies.disney.com/maleficent,Robert Stromberg,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal â€“ an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.","Fantasy,Adventure,Action,Family,Romance",698565011.99
254904,tt2402157,3.573028,15000000,The November Man,"Pierce Brosnan,Luke Bracey,Olga Kurylenko,Bill Smitrovich,Amila Terzimehic",http://thenovemberman.com/,Roger Donaldson,An ex- CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,"Crime,Action,Thriller",29987149.86
82702,tt1646971,3.489106,145000000,How to Train Your Dragon 2,"Jay Baruchel,Gerard Butler,Kristen Wiig,Jonah Hill,Cate Blanchett",http://www.howtotrainyourdragon.com/,Dean DeBlois,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.","Fantasy,Action,Adventure,Animation,Comedy",561057788.33
138103,tt2333784,3.34625,90000000,The Expendables 3,"Sylvester Stallone,Jason Statham,Harrison Ford,Arnold Schwarzenegger,Mel Gibson",http://theexpendables3film.com/,Patrick Hughes,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to killâ€¦ or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendablesâ€™ most personal battle yet.","Action,Adventure,Thriller",189903685.19
137106,tt1490017,3.327799,60000000,The Lego Movie,"Will Arnett,Elizabeth Banks,Craig Berry,Alison Brie,David Burrows",http://www.thelegomovie.com,Phil Lord|Christopher Miller,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.","Adventure,Fantasy,Animation,Comedy,Action",432139714.77
68737,tt1121096,3.260581,95000000,Seventh Son,"Jeff Bridges,Julianne Moore,Ben Barnes,Alicia Vikander,Kit Harington",http://www.seventhsonmovie.com/,Sergey Bodrov,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?","Adventure,Fantasy",105168898.62
224141,tt2180411,2.996038,50000000,Into the Woods,"Meryl Streep,Emily Blunt,James Corden,Anna Kendrick,Chris Pine",http://movies.disney.com/into-the-woods/,Rob Marshall,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.","Fantasy,Comedy,Music",196102469.54
53182,tt1253863,2.979181,110000000,300: Rise of an Empire,"Sullivan Stapleton,Eva Green,Lena Headey,Callan Mulvey,David Wenham",http://www.300themovie.com/,Noam Murro,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.","Action,War",310941963.90
227156,tt0435651,2.881991,25000000,The Giver,"Jeff Bridges,Meryl Streep,Brenton Thwaites,Odeya Rush,Alexander SkarsgÃ¥rd",http://thegiverfilm.com/,Phillip Noyce,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.","Drama,Science Fiction",61695098.60
187017,tt2294449,2.805019,50000000,22 Jump Street,"Jonah Hill,Channing Tatum,Dave Franco,Ice Cube,Nick Offerman",http://www.22jumpstreetmovie.com,Phil Lord|Christopher Miller,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.","Crime,Comedy,Action",173571884.25
